Tiempo (sg),VolJet,CurrentJet (A),CapJet (Ah),VolMas,CurrentMas (A),CapMas (Ah),VolNav,CurrentNav (A),CapNav (Ah),VolGeo,CurrentGeo (A),CapGeo (Ah),VolSig,CurrentSig (A),CapSig (Ah)
411,7.83,0.899,0.1047,7.48,1.697,0.1963,7.74,1.098,0.1274,7.23,3.319,0.384,7.53,2499.0,0.2894
412,7.83,0.899,0.1049,7.48,1.697,0.1968,7.74,1.098,0.1277,7.23,3.319,0.3849,7.53,2499.0,0.2901
413,7.83,0.899,0.1052,7.48,1.697,0.1974,7.74,1.098,0.128,7.22,3.319,0.386,7.53,2499.0,0.2908
414,7.83,0.899,0.1055,7.48,1.697,0.1978,7.74,1.098,0.1284,7.22,3.319,0.3869,7.53,2499.0,0.2916
415,7.82,0.899,0.1057,7.48,1.697,0.1982,7.74,1.098,0.1286,7.22,3.319,0.3878,7.53,2499.0,0.2923
416,7.82,0.899,0.1059,7.48,1.697,0.1987,7.74,1.098,0.1289,7.22,3.319,0.3886,7.53,2499.0,0.2929
417,7.82,0.899,0.1063,7.48,1.697,0.1993,7.74,1.098,0.1292,7.22,3.319,0.3897,7.53,2499.0,0.2936
418,7.82,0.899,0.1065,7.48,1.697,0.1997,7.74,1.098,0.1296,7.22,3.319,0.3906,7.53,2499.0,0.2944
419,7.82,0.899,0.1067,7.48,1.697,0.2001,7.74,1.098,0.1299,7.22,3.319,0.3915,7.53,2499.0,0.2951
420,7.82,0.899,0.107,7.48,1.697,0.2006,7.74,1.098,0.1302,7.22,3.319,0.3923,7.53,2499.0,0.2957
421,7.82,0.899,0.1073,7.48,1.697,0.2012,7.74,1.098,0.1304,7.22,3.319,0.3935,7.53,2499.0,0.2964
422,7.82,0.899,0.1075,7.48,1.697,0.2016,7.74,1.098,0.1308,7.22,3.319,0.3943,7.53,2499.0,0.2972
423,7.82,0.899,0.1077,7.48,1.697,0.2021,7.74,1.098,0.1311,7.22,3.319,0.3952,7.52,2499.0,0.2979
424,7.82,0.899,0.108,7.48,1.697,0.2025,7.74,1.098,0.1314,7.22,3.319,0.3961,7.52,2499.0,0.2985
425,7.82,0.899,0.1083,7.48,1.697,0.2031,7.74,1.098,0.1317,7.21,3.319,0.3972,7.52,2499.0,0.2992
426,7.82,0.899,0.1085,7.48,1.697,0.2035,7.74,1.098,0.1321,7.22,3.319,0.3981,7.52,2499.0,0.3
427,7.82,0.899,0.1087,7.48,1.697,0.204,7.74,1.098,0.1323,7.22,3.319,0.3989,7.52,2499.0,0.3007
428,7.82,0.899,0.109,7.48,1.697,0.2044,7.74,1.098,0.1326,7.22,3.319,0.3998,7.52,2499.0,0.3013
429,7.82,0.899,0.1093,7.48,1.697,0.205,7.73,1.098,0.1329,7.22,3.319,0.4009,7.52,2499.0,0.302
430,7.82,0.899,0.1095,7.48,1.697,0.2054,7.75,1.098,0.1333,7.22,3.319,0.4018,7.52,2499.0,0.3029
431,7.82,0.899,0.1098,7.48,1.697,0.2059,7.75,1.098,0.1336,7.22,3.319,0.4027,7.52,2499.0,0.3035
432,7.82,0.899,0.11,7.48,1.697,0.2063,7.75,1.098,0.1339,7.22,3.319,0.4035,7.52,2499.0,0.3042
433,7.82,0.899,0.1103,7.48,1.697,0.2069,7.75,1.098,0.1342,7.23,3.319,0.4047,7.52,2499.0,0.3048
434,7.82,0.899,0.1105,7.48,1.697,0.2073,7.75,1.098,0.1345,7.22,3.319,0.4055,7.52,2499.0,0.3057
435,7.82,0.899,0.1108,7.48,1.697,0.2078,7.75,1.098,0.1348,7.23,3.319,0.4064,7.52,2499.0,0.3063
436,7.82,0.899,0.111,7.48,1.697,0.2082,7.75,1.098,0.1351,7.23,3.319,0.4073,7.52,2499.0,0.307
437,7.82,0.899,0.1113,7.48,1.697,0.2088,7.76,1.098,0.1354,7.22,3.319,0.4084,7.52,2499.0,0.3076
438,7.82,0.899,0.1115,7.48,1.697,0.2093,7.76,1.098,0.1358,7.22,3.319,0.4093,7.52,2499.0,0.3085
439,7.82,0.899,0.1118,7.48,1.697,0.2097,7.75,1.098,0.1361,7.22,3.319,0.4101,7.52,2499.0,0.3091
440,7.82,0.899,0.112,7.47,1.697,0.2101,7.75,1.098,0.1363,7.23,3.319,0.411,7.52,2499.0,0.3098
441,7.82,0.899,0.1123,7.47,1.697,0.2107,7.76,1.098,0.1366,7.22,3.319,0.4121,7.52,2499.0,0.3104
442,7.82,0.899,0.1126,7.47,1.697,0.2112,7.76,1.098,0.137,7.22,3.319,0.413,7.52,2499.0,0.3113
443,7.82,0.899,0.1128,7.47,1.697,0.2116,7.76,1.098,0.1373,7.22,3.319,0.4139,7.52,2499.0,0.3119
444,7.81,0.899,0.113,7.47,1.697,0.212,7.76,1.098,0.1376,7.23,3.319,0.4147,7.52,2499.0,0.3126
445,7.81,0.899,0.1133,7.47,1.697,0.2126,7.76,1.098,0.1379,7.22,3.319,0.4159,7.52,2499.0,0.3132
446,7.81,0.899,0.1136,7.47,1.697,0.2131,7.76,1.098,0.1382,7.22,3.319,0.4167,7.51,2499.0,0.3141
447,7.82,0.899,0.1138,7.47,1.697,0.2135,7.76,1.098,0.1385,7.22,3.319,0.4176,7.52,2499.0,0.3148
448,7.81,0.899,0.114,7.47,1.697,0.214,7.76,1.098,0.1388,7.22,3.319,0.4185,7.52,2499.0,0.3154
449,7.81,0.899,0.1143,7.47,1.697,0.2145,7.76,1.098,0.1391,7.22,3.319,0.4196,7.51,2499.0,0.316
450,7.81,0.899,0.1146,7.47,1.697,0.215,7.76,1.098,0.1395,7.22,3.319,0.4205,7.51,2499.0,0.3169
451,7.81,0.899,0.1148,7.47,1.697,0.2154,7.75,1.098,0.1398,7.22,3.319,0.4213,7.51,2499.0,0.3176
452,7.81,0.899,0.115,7.47,1.697,0.2159,7.76,1.098,0.1401,7.22,3.319,0.4222,7.51,2499.0,0.3182
453,7.81,0.899,0.1154,7.47,1.697,0.2165,7.75,1.098,0.1403,7.22,3.319,0.4233,7.51,2499.0,0.3189
454,7.81,0.899,0.1156,7.47,1.697,0.2169,7.75,1.098,0.1407,7.22,3.319,0.4242,7.51,2499.0,0.3197
455,7.81,0.899,0.1158,7.47,1.697,0.2173,7.76,1.098,0.141,7.22,3.319,0.4251,7.51,2499.0,0.3204
456,7.81,0.899,0.1161,7.47,1.697,0.2178,7.75,1.098,0.1413,7.22,3.319,0.426,7.51,2499.0,0.321
457,7.82,0.899,0.1164,7.47,1.697,0.2184,7.76,1.098,0.1417,7.22,3.319,0.4271,7.51,2499.0,0.3217
458,7.82,0.899,0.1166,7.47,1.697,0.2188,7.75,1.098,0.142,7.21,3.319,0.428,7.51,2499.0,0.3225
459,7.82,0.899,0.1168,7.47,1.697,0.2193,7.75,1.098,0.1422,7.21,3.319,0.4288,7.51,2499.0,0.3232
460,7.82,0.899,0.1171,7.47,1.697,0.2197,7.75,1.098,0.1425,7.21,3.319,0.4297,7.51,2499.0,0.3238
461,7.82,0.899,0.1174,7.47,1.697,0.2203,7.75,1.098,0.1428,7.21,3.319,0.4308,7.51,2499.0,0.3245
462,7.82,0.899,0.1176,7.47,1.697,0.2207,7.75,1.098,0.1432,7.21,3.319,0.4317,7.51,2499.0,0.3254
463,7.81,0.899,0.1178,7.47,1.697,0.2212,7.75,1.098,0.1435,7.21,3.319,0.4325,7.51,2499.0,0.326
464,7.82,0.899,0.1181,7.47,1.697,0.2216,7.75,1.098,0.1438,7.21,3.319,0.4334,7.51,2499.0,0.3266
465,7.82,0.899,0.1184,7.47,1.697,0.2222,7.75,1.098,0.144,7.21,3.319,0.4346,7.51,2499.0,0.3273
466,7.82,0.899,0.1186,7.47,1.697,0.2226,7.75,1.098,0.1444,7.21,3.319,0.4354,7.51,2499.0,0.3282
467,7.82,0.899,0.1189,7.47,1.697,0.2231,7.75,1.098,0.1447,7.21,3.319,0.4363,7.51,2499.0,0.3288
468,7.82,0.899,0.1191,7.47,1.697,0.2235,7.75,1.098,0.145,7.21,3.319,0.4371,7.51,2499.0,0.3295
469,7.82,0.899,0.1194,7.47,1.697,0.2241,7.75,1.098,0.1453,7.21,3.319,0.4383,7.51,2499.0,0.3301
470,7.82,0.899,0.1196,7.47,1.697,0.2245,7.75,1.098,0.1457,7.21,3.319,0.4391,7.51,2499.0,0.331
471,7.82,0.899,0.1199,7.47,1.697,0.225,7.75,1.098,0.1459,7.21,3.319,0.44,7.5,2499.0,0.3316
472,7.82,0.899,0.1201,7.47,1.697,0.2254,7.75,1.098,0.1462,7.21,3.319,0.4409,7.51,2499.0,0.3323
473,7.82,0.899,0.1204,7.47,1.697,0.226,7.75,1.098,0.1466,7.21,3.319,0.442,7.5,2499.0,0.3329
474,7.82,0.899,0.1206,7.47,1.697,0.2265,7.75,1.098,0.1469,7.21,3.319,0.4429,7.5,2499.0,0.3338
475,7.82,0.899,0.1209,7.47,1.697,0.2269,7.75,1.098,0.1472,7.2,3.319,0.4437,7.5,2499.0,0.3345
476,7.82,0.899,0.1211,7.47,1.697,0.2274,7.75,1.098,0.1475,7.2,3.319,0.4446,7.5,2499.0,0.3351
477,7.82,0.899,0.1214,7.47,1.697,0.2279,7.75,1.098,0.1478,7.2,3.319,0.4458,7.5,2499.0,0.3357
478,7.82,0.899,0.1217,7.47,1.697,0.2284,7.75,1.098,0.1481,7.2,3.319,0.4466,7.5,2499.0,0.3366
479,7.82,0.899,0.1219,7.47,1.697,0.2288,7.75,1.098,0.1484,7.21,3.319,0.4475,7.5,2499.0,0.3372
480,7.82,0.899,0.1221,7.47,1.697,0.2293,7.75,1.098,0.1487,7.2,3.319,0.4483,7.5,2499.0,0.3379
481,7.82,0.899,0.1224,7.47,1.697,0.2298,7.75,1.098,0.149,7.2,3.319,0.4495,7.5,2499.0,0.3385
482,7.82,0.899,0.1227,7.46,1.697,0.2303,7.75,1.098,0.1494,7.2,3.319,0.4504,7.5,2499.0,0.3394
483,7.82,0.899,0.1229,7.46,1.697,0.2307,7.75,1.098,0.1497,7.2,3.319,0.4512,7.5,2499.0,0.3401
484,7.82,0.899,0.1231,7.46,1.697,0.2312,7.75,1.098,0.1499,7.2,3.319,0.4521,7.5,2499.0,0.3407
485,7.82,0.899,0.1234,7.47,1.697,0.2318,7.75,1.098,0.1502,7.2,3.319,0.4532,7.5,2499.0,0.3414
486,7.82,0.899,0.1237,7.46,1.697,0.2322,7.75,1.098,0.1506,7.2,3.319,0.4541,7.5,2499.0,0.3422
487,7.82,0.899,0.1239,7.46,1.697,0.2326,7.75,1.098,0.1509,7.2,3.319,0.455,7.5,2499.0,0.3429
488,7.82,0.899,0.1241,7.46,1.697,0.2331,7.75,1.098,0.1512,7.19,3.319,0.4558,7.5,2499.0,0.3435
489,7.82,0.899,0.1245,7.46,1.697,0.2337,7.75,1.098,0.1515,7.19,3.319,0.457,7.5,2499.0,0.3442
490,7.82,0.899,0.1247,7.46,1.697,0.2341,7.75,1.098,0.1518,7.19,3.319,0.4579,7.5,2499.0,0.345
491,7.82,0.899,0.1249,7.46,1.697,0.2345,7.75,1.098,0.1521,7.19,3.319,0.4587,7.5,2499.0,0.3457
492,7.82,0.899,0.1252,7.46,1.697,0.235,7.75,1.098,0.1524,7.19,3.319,0.4596,7.5,2499.0,0.3463
493,7.82,0.899,0.1255,7.46,1.697,0.2356,7.75,1.098,0.1527,7.19,3.319,0.4607,7.5,2499.0,0.347
494,7.82,0.899,0.1257,7.46,1.697,0.236,7.75,1.098,0.1531,7.19,3.319,0.4616,7.5,2499.0,0.3478
495,7.82,0.899,0.1259,7.46,1.697,0.2365,7.75,1.098,0.1534,7.19,3.319,0.4624,7.5,2499.0,0.3485
496,7.82,0.899,0.1262,7.46,1.697,0.2369,7.75,1.098,0.1536,7.19,3.319,0.4633,7.5,2499.0,0.3491
497,7.82,0.899,0.1265,7.46,1.697,0.2375,7.75,1.098,0.1539,7.19,3.319,0.4644,7.5,2499.0,0.3498
498,7.82,0.899,0.1267,7.46,1.697,0.2379,7.75,1.098,0.1543,7.19,3.319,0.4653,7.5,2499.0,0.3507
499,7.82,0.899,0.127,7.46,1.697,0.2384,7.75,1.098,0.1546,7.19,3.319,0.4662,7.5,2499.0,0.3513
500,7.82,0.899,0.1272,7.46,1.697,0.2388,7.75,1.098,0.1549,7.19,3.319,0.467,7.49,2499.0,0.352
501,7.82,0.899,0.1275,7.46,1.697,0.2394,7.75,1.098,0.1553,7.18,3.319,0.4682,7.49,2499.0,0.3526
502,7.82,0.899,0.1277,7.46,1.697,0.2398,7.75,1.098,0.1556,7.19,3.319,0.469,7.49,2499.0,0.3535
503,7.82,0.899,0.128,7.46,1.697,0.2403,7.75,1.098,0.1558,7.18,3.319,0.4699,7.49,2499.0,0.3541
504,7.82,0.899,0.1282,7.46,1.697,0.2407,7.75,1.098,0.1561,7.18,3.319,0.4708,7.49,2499.0,0.3548
505,7.82,0.899,0.1285,7.46,1.697,0.2413,7.75,1.098,0.1564,7.18,3.319,0.4719,7.49,2499.0,0.3554
506,7.82,0.899,0.1287,7.46,1.697,0.2417,7.75,1.098,0.1568,7.19,3.319,0.4728,7.49,2499.0,0.3563
507,7.82,0.899,0.129,7.46,1.697,0.2422,7.75,1.098,0.1571,7.19,3.319,0.4736,7.49,2499.0,0.3569
508,7.82,0.899,0.1292,7.46,1.697,0.2426,7.75,1.098,0.1574,7.19,3.319,0.4745,7.49,2499.0,0.3576
509,7.82,0.899,0.1295,7.46,1.697,0.2432,7.75,1.098,0.1576,7.19,3.319,0.4756,7.49,2499.0,0.3582
510,7.82,0.899,0.1297,7.46,1.697,0.2437,7.75,1.098,0.158,7.19,3.319,0.4765,7.49,2499.0,0.3591
511,7.82,0.899,0.13,7.46,1.697,0.2441,7.75,1.098,0.1583,7.19,3.319,0.4774,7.49,2499.0,0.3597
512,7.82,0.899,0.1302,7.46,1.697,0.2445,7.75,1.098,0.1586,7.19,3.319,0.4782,7.49,2499.0,0.3604
513,7.82,0.899,0.1305,7.46,1.697,0.2451,7.75,1.098,0.1589,7.19,3.319,0.4794,7.49,2499.0,0.361
514,7.82,0.899,0.1308,7.46,1.697,0.2456,7.75,1.098,0.1593,7.18,3.319,0.4802,7.49,2499.0,0.3619
515,7.82,0.899,0.131,7.46,1.697,0.246,7.75,1.098,0.1595,7.18,3.319,0.4811,7.49,2499.0,0.3626
516,7.82,0.899,0.1312,7.46,1.697,0.2465,7.75,1.098,0.1598,7.18,3.319,0.482,7.49,2499.0,0.3632
517,7.82,0.899,0.1315,7.46,1.697,0.247,7.75,1.098,0.1601,7.18,3.319,0.4831,7.49,2499.0,0.3638
518,7.82,0.899,0.1318,7.46,1.697,0.2475,7.75,1.098,0.1605,7.19,3.319,0.484,7.49,2499.0,0.3647
519,7.82,0.899,0.132,7.46,1.697,0.2479,7.74,1.098,0.1608,7.18,3.319,0.4848,7.49,2499.0,0.3654
520,7.82,0.899,0.1322,7.46,1.697,0.2484,7.74,1.098,0.1611,7.18,3.319,0.4857,7.49,2499.0,0.366
521,7.82,0.899,0.1326,7.46,1.697,0.249,7.74,1.098,0.1614,7.18,3.319,0.4869,7.49,2499.0,0.3667
522,7.82,0.899,0.1328,7.46,1.697,0.2494,7.74,1.098,0.1617,7.18,3.319,0.4877,7.49,2499.0,0.3675
523,7.82,0.899,0.133,7.46,1.697,0.2498,7.74,1.098,0.162,7.18,3.319,0.4886,7.49,2499.0,0.3682
524,7.82,0.899,0.1333,7.46,1.697,0.2503,7.74,1.098,0.1623,7.18,3.319,0.4894,7.49,2499.0,0.3688
525,7.82,0.899,0.1336,7.46,1.697,0.2509,7.74,1.098,0.1626,7.18,3.319,0.4906,7.48,2499.0,0.3695
526,7.82,0.899,0.1338,7.46,1.697,0.2513,7.75,1.098,0.163,7.18,3.319,0.4914,7.48,2499.0,0.3703
527,7.82,0.899,0.134,7.46,1.697,0.2517,7.74,1.098,0.1633,7.18,3.319,0.4923,7.48,2499.0,0.371
528,7.82,0.899,0.1343,7.46,1.697,0.2522,7.75,1.098,0.1635,7.18,3.319,0.4932,7.48,2499.0,0.3716
529,7.82,0.899,0.1346,7.46,1.697,0.2528,7.75,1.098,0.1638,7.18,3.319,0.4943,7.48,2499.0,0.3723
530,7.82,0.899,0.1347,7.45,1.697,0.2532,7.75,1.098,0.1642,7.18,3.319,0.4952,7.48,2499.0,0.3732
531,7.83,0.898,0.135,7.45,1.697,0.2537,7.75,1.098,0.1645,7.18,3.319,0.4961,7.48,2499.0,0.3738
532,7.82,0.898,0.1353,7.45,1.697,0.2541,7.75,1.098,0.1648,7.18,3.319,0.4969,7.48,2499.0,0.3744
533,7.83,0.898,0.1356,7.45,1.697,0.2547,7.75,1.098,0.1651,7.18,3.319,0.4981,7.48,2499.0,0.3751
534,7.82,0.898,0.1358,7.45,1.697,0.2551,7.75,1.098,0.1654,7.18,3.319,0.4989,7.48,2499.0,0.376
535,7.82,0.898,0.1361,7.45,1.697,0.2556,7.75,1.098,0.1657,7.18,3.319,0.4998,7.48,2499.0,0.3766
536,7.82,0.898,0.1363,7.45,1.697,0.256,7.75,1.098,0.166,7.18,3.319,0.5006,7.48,2499.0,0.3773
537,7.82,0.898,0.1366,7.45,1.697,0.2566,7.75,1.098,0.1663,7.18,3.319,0.5018,7.48,2499.0,0.3779
538,7.82,0.898,0.1368,7.45,1.697,0.257,7.75,1.098,0.1667,7.18,3.319,0.5026,7.48,2499.0,0.3788
539,7.82,0.898,0.1371,7.45,1.697,0.2575,7.75,1.098,0.167,7.18,3.319,0.5035,7.48,2499.0,0.3794
540,7.82,0.898,0.1373,7.45,1.697,0.2579,7.75,1.098,0.1673,7.18,3.319,0.5044,7.48,2499.0,0.3801
541,7.82,0.898,0.1376,7.45,1.697,0.2585,7.75,1.098,0.1675,7.17,3.319,0.5055,7.48,2499.0,0.3807
542,7.82,0.898,0.1378,7.45,1.697,0.259,7.74,1.098,0.1679,7.17,3.319,0.5064,7.48,2499.0,0.3816
543,7.82,0.898,0.1381,7.45,1.697,0.2594,7.74,1.098,0.1682,7.17,3.319,0.5072,7.48,2499.0,0.3822
544,7.82,0.898,0.1383,7.45,1.697,0.2598,7.74,1.098,0.1685,7.17,3.319,0.5081,7.48,2499.0,0.3829
545,7.82,0.898,0.1386,7.45,1.697,0.2604,7.74,1.098,0.1688,7.17,3.319,0.5092,7.48,2499.0,0.3835
546,7.82,0.898,0.1388,7.45,1.697,0.2609,7.74,1.098,0.1692,7.17,3.319,0.5101,7.48,2499.0,0.3844
547,7.82,0.898,0.1391,7.45,1.697,0.2613,7.74,1.098,0.1694,7.17,3.319,0.511,7.48,2499.0,0.3851
548,7.82,0.898,0.1393,7.45,1.697,0.2617,7.74,1.098,0.1697,7.17,3.319,0.5118,7.48,2499.0,0.3857
549,7.82,0.898,0.1396,7.45,1.697,0.2623,7.74,1.098,0.1701,7.17,3.319,0.513,7.48,2499.0,0.3864
550,7.82,0.898,0.1399,7.45,1.697,0.2628,7.74,1.098,0.1704,7.17,3.319,0.5138,7.47,2499.0,0.3872
551,7.82,0.898,0.1401,7.45,1.697,0.2632,7.74,1.098,0.1707,7.17,3.319,0.5147,7.47,2499.0,0.3879
552,7.82,0.898,0.1403,7.45,1.697,0.2637,7.74,1.098,0.171,7.17,3.319,0.5156,7.47,2499.0,0.3885
553,7.82,0.898,0.1406,7.45,1.697,0.2643,7.74,1.098,0.1712,7.17,3.319,0.5167,7.47,2499.0,0.3892
554,7.82,0.898,0.1409,7.45,1.697,0.2647,7.74,1.098,0.1716,7.17,3.319,0.5176,7.47,2499.0,0.39
555,7.82,0.898,0.1411,7.45,1.697,0.2651,7.74,1.098,0.1719,7.17,3.319,0.5184,7.47,2499.0,0.3907
556,7.82,0.898,0.1413,7.45,1.697,0.2656,7.74,1.098,0.1722,7.17,3.319,0.5193,7.47,2499.0,0.3913
557,7.82,0.898,0.1416,7.45,1.697,0.2662,7.74,1.098,0.1725,7.17,3.319,0.5205,7.47,2499.0,0.392
558,7.82,0.898,0.1419,7.45,1.697,0.2666,7.74,1.098,0.1729,7.17,3.319,0.5213,7.47,2499.0,0.3928
559,7.82,0.898,0.1421,7.45,1.697,0.267,7.74,1.098,0.1732,7.17,3.319,0.5222,7.47,2499.0,0.3935
560,7.82,0.898,0.1423,7.45,1.697,0.2675,7.74,1.098,0.1734,7.17,3.319,0.523,7.47,2499.0,0.3941
561,7.82,0.898,0.1427,7.45,1.697,0.2681,7.74,1.098,0.1737,7.16,3.319,0.5242,7.47,2499.0,0.3948
562,7.82,0.898,0.1429,7.45,1.697,0.2685,7.73,1.098,0.1741,7.17,3.319,0.5251,7.47,2499.0,0.3957
563,7.82,0.898,0.1431,7.45,1.697,0.2689,7.73,1.098,0.1744,7.16,3.319,0.5259,7.47,2499.0,0.3963
564,7.82,0.898,0.1434,7.45,1.697,0.2694,7.73,1.098,0.1747,7.16,3.319,0.5268,7.47,2499.0,0.3969
565,7.82,0.898,0.1437,7.45,1.697,0.27,7.73,1.098,0.175,7.16,3.319,0.5279,7.47,2499.0,0.3976
566,7.82,0.898,0.1439,7.45,1.697,0.2704,7.73,1.098,0.1753,7.16,3.319,0.5288,7.47,2499.0,0.3985
567,7.82,0.898,0.1441,7.45,1.697,0.2709,7.73,1.098,0.1756,7.17,3.319,0.5296,7.47,2499.0,0.3991
568,7.82,0.898,0.1444,7.45,1.697,0.2713,7.73,1.098,0.1759,7.17,3.319,0.5305,7.47,2499.0,0.3998
569,7.82,0.898,0.1447,7.45,1.697,0.2719,7.73,1.098,0.1762,7.16,3.319,0.5317,7.47,2499.0,0.4004
570,7.82,0.898,0.1449,7.45,1.697,0.2723,7.73,1.098,0.1766,7.17,3.319,0.5325,7.47,2499.0,0.4013
571,7.82,0.898,0.1451,7.45,1.697,0.2728,7.73,1.098,0.1769,7.17,3.319,0.5334,7.47,2499.0,0.4019
572,7.82,0.898,0.1454,7.45,1.697,0.2732,7.73,1.098,0.1771,7.17,3.319,0.5342,7.47,2499.0,0.4026
573,7.82,0.898,0.1457,7.45,1.697,0.2738,7.73,1.098,0.1774,7.16,3.319,0.5354,7.47,2499.0,0.4032
574,7.82,0.898,0.1459,7.45,1.697,0.2743,7.73,1.098,0.1778,7.16,3.319,0.5363,7.47,2499.0,0.4041
575,7.82,0.898,0.1462,7.45,1.697,0.2747,7.73,1.098,0.1781,7.16,3.319,0.5371,7.47,2499.0,0.4048
576,7.82,0.898,0.1464,7.45,1.697,0.2751,7.73,1.098,0.1784,7.16,3.319,0.538,7.47,2499.0,0.4054
577,7.82,0.898,0.1467,7.45,1.697,0.2757,7.73,1.098,0.1787,7.16,3.319,0.5391,7.47,2499.0,0.406
578,7.82,0.898,0.1469,7.44,1.697,0.2762,7.73,1.098,0.179,7.16,3.319,0.54,7.46,2499.0,0.4069
579,7.82,0.898,0.1472,7.44,1.697,0.2766,7.73,1.098,0.1793,7.16,3.319,0.5409,7.46,2499.0,0.4075
580,7.82,0.898,0.1474,7.44,1.697,0.2772,7.73,1.098,0.1796,7.16,3.319,0.5417,7.46,2499.0,0.4082
581,7.82,0.898,0.1477,7.44,1.697,0.2776,7.73,1.098,0.1799,7.16,3.319,0.5429,7.46,2499.0,0.4088
582,7.82,0.898,0.1479,7.44,1.697,0.2781,7.73,1.098,0.1803,7.16,3.319,0.5437,7.46,2499.0,0.4097
583,7.82,0.898,0.1482,7.44,1.697,0.2785,7.73,1.098,0.1806,7.16,3.319,0.5446,7.46,2499.0,0.4104
584,7.82,0.898,0.1484,7.44,1.697,0.2789,7.73,1.098,0.1809,7.16,3.319,0.5454,7.46,2499.0,0.411
585,7.82,0.898,0.1487,7.44,1.697,0.2795,7.73,1.098,0.1811,7.16,3.319,0.5466,7.46,2499.0,0.4117
586,7.82,0.898,0.149,7.44,1.697,0.28,7.73,1.098,0.1815,7.16,3.319,0.5475,7.46,2499.0,0.4125
587,7.82,0.898,0.1492,7.44,1.697,0.2804,7.73,1.098,0.1818,7.16,3.319,0.5483,7.46,2499.0,0.4132
588,7.82,0.898,0.1494,7.44,1.697,0.2809,7.73,1.098,0.1821,7.16,3.319,0.5492,7.46,2499.0,0.4138
589,7.82,0.898,0.1497,7.44,1.697,0.2814,7.73,1.098,0.1824,7.16,3.319,0.5503,7.46,2499.0,0.4145
590,7.82,0.898,0.15,7.44,1.697,0.2819,7.73,1.098,0.1828,7.16,3.319,0.5512,7.46,2499.0,0.4153
591,7.82,0.898,0.1502,7.44,1.697,0.2823,7.73,1.098,0.183,7.16,3.319,0.552,7.46,2499.0,0.416
592,7.82,0.898,0.1504,7.44,1.697,0.2828,7.73,1.098,0.1833,7.16,3.319,0.5529,7.46,2499.0,0.4166
593,7.82,0.898,0.1507,7.44,1.697,0.2833,7.73,1.098,0.1836,7.16,3.319,0.5541,7.46,2499.0,0.4173
594,7.82,0.898,0.151,7.44,1.697,0.2838,7.73,1.098,0.184,7.16,3.319,0.5549,7.46,2499.0,0.4181
595,7.82,0.898,0.1512,7.44,1.697,0.2842,7.73,1.098,0.1843,7.16,3.319,0.5558,7.46,2499.0,0.4188
596,7.82,0.898,0.1514,7.44,1.697,0.2847,7.73,1.098,0.1846,7.16,3.319,0.5566,7.46,2499.0,0.4194
597,7.82,0.898,0.1518,7.44,1.697,0.2853,7.73,1.098,0.1848,7.16,3.319,0.5578,7.46,2499.0,0.4201
598,7.82,0.898,0.152,7.44,1.697,0.2857,7.73,1.098,0.1852,7.16,3.319,0.5587,7.46,2499.0,0.421
599,7.82,0.898,0.1522,7.44,1.697,0.2861,7.73,1.098,0.1855,7.16,3.319,0.5595,7.46,2499.0,0.4216
600,7.82,0.898,0.1525,7.44,1.697,0.2867,7.73,1.098,0.1858,7.16,3.319,0.5604,7.45,2499.0,0.4223
601,7.81,0.898,0.1528,7.44,1.697,0.2872,7.73,1.098,0.1861,7.16,3.319,0.5615,7.45,2499.0,0.4229
602,7.81,0.898,0.153,7.44,1.697,0.2876,7.73,1.098,0.1865,7.16,3.319,0.5624,7.45,2499.0,0.4238
603,7.81,0.898,0.1532,7.44,1.697,0.2881,7.73,1.098,0.1867,7.16,3.319,0.5633,7.45,2499.0,0.4244
604,7.81,0.898,0.1535,7.44,1.697,0.2886,7.73,1.098,0.187,7.16,3.319,0.5641,7.45,2499.0,0.4251
605,7.81,0.898,0.1538,7.44,1.697,0.2891,7.73,1.098,0.1873,7.16,3.319,0.5653,7.45,2499.0,0.4257
606,7.82,0.898,0.154,7.44,1.697,0.2895,7.73,1.098,0.1877,7.16,3.319,0.5661,7.45,2499.0,0.4266
607,7.81,0.898,0.1542,7.44,1.697,0.29,7.73,1.098,0.188,7.16,3.319,0.567,7.45,2499.0,0.4272
608,7.81,0.898,0.1545,7.44,1.697,0.2905,7.73,1.098,0.1883,7.16,3.319,0.5678,7.45,2499.0,0.4279
609,7.81,0.898,0.1548,7.44,1.697,0.291,7.73,1.098,0.1886,7.16,3.319,0.569,7.45,2499.0,0.4285
610,7.81,0.898,0.155,7.44,1.697,0.2914,7.73,1.098,0.1889,7.16,3.319,0.5699,7.45,2499.0,0.4294
611,7.81,0.898,0.1552,7.44,1.697,0.2919,7.73,1.098,0.1892,7.16,3.319,0.5707,7.45,2499.0,0.43
612,7.81,0.898,0.1555,7.44,1.697,0.2925,7.73,1.098,0.1895,7.16,3.319,0.5716,7.45,2499.0,0.4307
613,7.81,0.898,0.1558,7.44,1.697,0.2929,7.73,1.098,0.1898,7.16,3.319,0.5727,7.45,2499.0,0.4313
614,7.81,0.898,0.156,7.43,1.697,0.2933,7.73,1.098,0.1902,7.16,3.319,0.5736,7.45,2499.0,0.4322
615,7.81,0.898,0.1563,7.43,1.697,0.2938,7.73,1.098,0.1905,7.16,3.319,0.5745,7.45,2499.0,0.4329
